Title,company,location,job_type,Experience_level,Experience_year,categories,department,Number_of_skills
Sales Coordinator,EGYTRAFO,Badr City,Full Time,Experienced,2.0,Sales/Retail,Computer Skills,4
IT Executive,EFS Facilities Services,Nasr City,Full Time,Experienced,5.0,IT/Software Development,Systems Administration,7
Social Media Specialist,realme,Nasr City,Full Time,Experienced,Unknown,Marketing/PR/Advertising,Media/Journalism/Publishing,6
Cyber Security Engineer,Informatique Education,Nasr City,Full Time,Experienced,3.0,IT/Software Development,Network Security,4
Accountant,ASC for Construction and Engineering,Nasr City,Full Time,Experienced,4.0,Accounting/Finance,Bank Reconciliation,5
Human Resources Generalist,krass construction,Katameya,Full Time,Experienced,2.0,Administration,Human Resources,8
Python - Django Full-Stack Developer,Software House Solution,Heliopolis,Full Time,Entry Level,0.0,IT/Software Development,Engineering - Other,8
Senior Android Developer,34ML,Heliopolis,Full Time,Experienced,3.0,IT/Software Development,Engineering - Telecom/Technology,8
SQL Developer,HITS Solutions,Nasr City,Full Time,Entry Level,1.0,IT/Software Development,Engineering - Telecom/Technology,6
Accounting Manager,DAOUD Construction,Cairo,Full Time,Manager,Unknown,Accounting/Finance,Operations/Management,8
Light Current Engineer,Cairo Communication Systems (CCS),Heliopolis,Full Time,Experienced,2.0,Installation/Maintenance/Repair,Engineering - Mechanical/Electrical,8
chief financial officer (CFO),Riadco 2000,Obour City,Full Time,Senior Management,15.0,Accounting/Finance,C-Level Executive/GM/Director,4
System Administrator,Mahgoub Group,Nasr City,Full Time,Experienced,2.0,Installation/Maintenance/Repair,IT/Software Development,8
Production Engineer,MEDIC,Alsadat City,Full Time,Experienced,1.0,Manufacturing/Production,Engineering - Mechanical/Electrical,4
HR Personnel Specialist - October,FRIDAL,6th of October,Full Time,Entry Level,1.0,Human Resources,Microsoft Office,8
L&D Manager,BTC-Egypt Gold,Heliopolis,Full Time,Manager,Unknown,Training/Instructor,Learning and Development,7
Mechanical Tender Engineer,Nasr City For Trading and Contracting (NCTC),Nasr City,Full Time,Experienced,3.0,Engineering - Mechanical/Electrical,Tender preparation,6
Senior Accountant,Electric Charge,New Cairo,Full Time,Experienced,4.0,Accounting/Finance,Accounting/Finance,8
Planning Engineer,Meta Dimension Concepts - Global Integrated,Heliopolis,Full Time,Experienced,4.0,Engineering - Construction/Civil/Architecture,Primavera P6,8
Backend Engineer (Laravel),Al RAZI,Sheikh Zayed,Full Time,Experienced,3.0,IT/Software Development,Engineering - Telecom/Technology,8
Cost and Budget Accountant,Confidential,Tebin,Full Time,Experienced,1.0,Accounting/Finance,Operations/Management,8
Operation Internal Audit Specialist,Option Travel,Maadi,Full Time,Experienced,3.0,Operations/Management,Operations Management,1
Network Instructor,MICA,Haram,Full Time,Entry Level,0.0,IT/Software Development,Education/Teaching,8
Digital Marketing Manager,Roaya,Maadi,Full Time,Manager,5.0,Marketing/PR/Advertising,Sales/Retail,8
Receptionist,Abuhetta,Maadi,Full Time,Entry Level,1.0,Administration,Customer Service/Support,6
Account Manager,Arrows,6th of October,Full Time,Experienced,3.0,Customer Service/Support,Marketing/PR/Advertising,7
IOS Developer,MOBILY INFOTECH LTD INDIA,New Cairo,Full Time,Experienced,5.0,Engineering - Telecom/Technology,iOS Development,3
Junior Accountant,Al Ahly Medical Company,Giza,Full Time,Entry Level,1.0,Accounting/Finance,Administration,8
Junior Odoo Implementer,ITSS,Maadi,Full Time,Entry Level,0.0,Accounting/Finance,IT/Software Development,8
Audit Manager,Kreston,Maadi,Full Time,Manager,10.0,Accounting/Finance,Quality,8
Receptionist,Inspire company,Heliopolis,Full Time,Experienced,3.0,Administration,Administration,8
Cost Accountant,Alsabbahi for investment & development,Mansoura,Full Time,Manager,Unknown,Accounting/Finance,Administration,8
E- Commerce Coordinator / Specialist,Bluebell Pharmaceuticals,Maadi,Full Time,Experienced,1.0,Customer Service/Support,Marketing/PR/Advertising,8
Financial Manager,جراب الحاوي,Zagazig,Full Time,Senior Management,10.0,Accounting/Finance,Financial Analysis,8
Senior Accounts Receivable Accountant,Confidential,Cairo,Full Time,Experienced,4.0,Accounting/Finance,Accounting/Finance,3
Lab & Food Safety Supervisor,AJE,Giza,Full Time,Experienced,7.0,Manufacturing/Production,Manufacturing/Production,9
Accountant Supervisor,gosupps,New Cairo,Full Time,Manager,5.0,Accounting/Finance,Administration,8
Mechanical Site Supervision Engineer,ECO-AKS,Garden City,Full Time,Experienced,2.0,Engineering - Other,Engineering - Other,8
HR Director,Sakr Group,Bourj Alarab,Full Time,Senior Management,Unknown,Administration,Human Resources,6
Product Owner,Fixed Solutions,Cairo,Full Time,Experienced,2.0,IT/Software Development,Project/Program Management,8
Proposal Engineer,IETOS,Sheraton,Full Time,Experienced,3.0,Engineering - Mechanical/Electrical,Engineering - Other,7
Chief Accounting Officer,Megatrade Misr,Maadi,Full Time,Senior Management,Unknown,Accounting/Finance,Accounting/Finance,7
Logistic Supervisor,Zeta Pharma,Nasr City,Full Time,Experienced,5.0,Logistics/Supply Chain,Logistics/Supply Chain,5
General Accountant,Saudi-firmness,Katameya,Full Time,Experienced,1.0,Accounting/Finance,Engineering - Construction/Civil/Architecture,5
Financial Manager,ComeX Engineering Company,6th of October,Full Time,Manager,Unknown,Accounting/Finance,Operations/Management,6
Receptionist,Turath Real Estate,Obour City,Full Time,Entry Level,1.0,Administration,Administration,9
Sales Account Manager,Confidential,New Cairo,Full Time,Experienced,5.0,IT/Software Development,Account Management,8
Cost Accountant,El Nasr Group,Heliopolis,Full Time,Experienced,4.0,Engineering - Construction/Civil/Architecture,Cost Accounting,8
Vehicle Operations Specialist,Egypt Teda,Ain Sokhna,Full Time,Experienced,3.0,Administration,Operations/Management,8
Finance Manager,MK Enterprise,Downtown,Full Time,Manager,8.0,Accounting/Finance,Financial Analysis,8
Senior Cost Management Engineer,Mashareq,New Cairo,Full Time,Experienced,Unknown,Engineering - Construction/Civil/Architecture,Project/Program Management,8
Financial Manager - Banking Sector only,Confidential,Nasr City,Full Time,Senior Management,Unknown,Accounting/Finance,Banking,6
Investment & Business Development Manager,Confidential,New Cairo,Full Time,Senior Management,Unknown,Accounting/Finance,Business Development,8
Graphic Designer,EZeats,Heliopolis,Full Time,Experienced,Unknown,Creative/Design/Art,Hospitality/Hotels/Food Services,8
System Support Specialist,Elsaba AutoService,Maadi,Full Time,Experienced,1.0,IT/Software Development,Engineering - Telecom/Technology,4
Distribution Manager,Al Ghad TV,Cairo,Full Time,Manager,Unknown,Media/Journalism/Publishing,distribution,4
Warehouse Manager,EUP,Alsadat City,Full Time,Manager,7.0,Logistics/Supply Chain,Operations/Management,6
Environmental Specialist,National Pipe Company,Badr City,Full Time,Experienced,3.0,Other,Other,4
Executive Assistant,Confidential,New Cairo,Full Time,Experienced,5.0,Administration,Administration,9
Production Engineer,3MAS,Wosta,Full Time,Manager,2.0,Engineering - Construction/Civil/Architecture,Production process optimization,3
Organizational Development Specialist,Greater Cairo Foundries Co. S.A.E,Belbes,Full Time,Experienced,3.0,Human Resources,Organizational Development,5
Senior HR Specialist,Do Outsource,Sheikh Zayed,Full Time,Experienced,3.0,Administration,Human Resources,4
Chief Accountant,Nassar Group,Qalyub,Full Time,Manager,10.0,Accounting/Finance,Accounting/Finance,7
Reception,Alwaselah For Recruiting Egyptian Abroad,Nasr City,Full Time,Entry Level,0.0,Administration,Administration,9
Medical Sales Representative.,Alfa Laboratories,Sheikh Zayed,Full Time,Entry Level,0.0,Medical/Healthcare,Sales/Retail,8
Medical Sales Representative,Alfa Laboratories,New Cairo,Full Time,Entry Level,0.0,Medical/Healthcare,Sales/Retail,8
Power BI Developer in UAE,AClass Solutions,Abu Dhabi,Full Time,Experienced,2.0,IT/Software Development,Engineering - Telecom/Technology,8
Senior Cost Control Engineer,IGI-Group,6th of October,Full Time,Experienced,4.0,Engineering - Construction/Civil/Architecture,Quality,8
Call Center Agent,SG Group,Dokki,Shift Based,Entry Level,1.0,Customer Service/Support,Customer Service/Support,9
Senior Mechanical Technical Office Engineer,ZAD MEP,Nasr City,Full Time,Experienced,3.0,Engineering - Mechanical/Electrical,Mechanical Engineering,7
Cyber Security Specialist,Orbit technology,Madina,Full Time,Experienced,0.0,IT/Software Development,Analyst/Research,5
Technical Office Architect,Abu Gemeaa,New Cairo,Full Time,Experienced,4.0,Engineering - Construction/Civil/Architecture,Architectural Design,8
Receptionist,City Master Group Developments,New Cairo,Full Time,Experienced,1.0,Administration,Customer Service/Support,3
Electrical Technical Office Engineer,UBTC,Giza,Full Time,Experienced,3.0,Engineering - Construction/Civil/Architecture,Electrical Design,8
Jr. Accountant,InnovaTech Group,Heliopolis,Full Time,Entry Level,0.0,Accounting/Finance,Finance,8
Frontend Developer – Flutter (Realtime Voice & Social App),Confidential,Sahel,Full Time,Experienced,Unknown,Creative/Design/Art,IT/Software Development,8
Math Head Of Department - Primary Stage,Confidential,Madinaty,Full Time,Manager,2.0,Education/Teaching,Curriculum Development,7
Manufacturing Director,Confidential,Cairo,Full Time,Senior Management,18.0,Manufacturing/Production,Manufacturing Operations,3
Engineering Manager,Sprints.ai,Maadi,Full Time,Manager,7.0,Engineering - Construction/Civil/Architecture,IT/Software Development,8
Retention Marketing Consultant,Gameball,Cairo,Full Time,Experienced,Unknown,Business Development,Marketing/PR/Advertising,6
IT Manager,Confidential,Cairo,Full Time,Manager,10.0,IT/Software Development,Project/Program Management,8
Senior Mechanical Design Engineer,Q Design,Maadi,Full Time,Experienced,7.0,Engineering - Construction/Civil/Architecture,Creative/Design/Art,8
Network Administrator,Sharm Dreams Group,Manial,Full Time,Experienced,3.0,Installation/Maintenance/Repair,IT/Software Development,8
Branch Manager,Confidential,Smouha,Full Time,Senior Management,5.0,Hospitality/Hotels/Food Services,Operations/Management,8
Account Receivables Accountant,Aman,Maadi,Full Time,Entry Level,Unknown,Accounting/Finance,Accounting,8
Marketing Manager,Criteria Design Group,Maadi,Full Time,Manager,2.0,Marketing/PR/Advertising,Marketing/PR/Advertising,4
Treasury Accountant,Sinoma-cdi,New Cairo,Full Time,Entry Level,1.0,Accounting/Finance,Banking,4
Telesales & Customer Support/Service Specialist,EpsilonAI,Nasr City,Full Time,Entry Level,0.0,Customer Service/Support,IT/Software Development,8
lab specialist,AFI FOOD,Obour City,Full Time,Entry Level,1.0,Quality,lab specialist,2
Senior IT Internal Auditor,Nahdet Misr Publishing Group,Mohandessin,Full Time,Experienced,3.0,Accounting/Finance,Auditing,8
ERP Technical Support,TAB ERP Solutions,New Cairo,Full Time,Experienced,Unknown,Customer Service/Support,IT/Software Development,8
Flutter Mobile Developer - internship - remote,Alexandria For Programming,Bolkly,Internship,Entry Level,Unknown,IT/Software Development,flutter,4
Fraud Analyst,Al Ahly Medical Company,Giza,Full Time,Entry Level,1.0,Medical/Healthcare,Quality,8
Junior Contracts Procurement Specialist,Nile Sugar,Ameria,Full Time,Entry Level,0.0,Purchasing/Procurement,Procurement,3
Accountant,Confidential,khanka,Full Time,Experienced,5.0,Accounting/Finance,Administration,4
Quality Control and Assurance Officer,DASH printing solutions,Haram,Full Time,Experienced,1.0,Quality,Quality Control,4
Quantity Surveyor Engineer,New Generation Developments,Heliopolis,Full Time,Experienced,3.0,Engineering - Construction/Civil/Architecture,AutoCAD,7
Cost Accountant,Sharm Dreams Group,Manial,Full Time,Experienced,5.0,Accounting/Finance,Cost Accounting,6
IT Support Officer,Sandah for micro finance,Mohandessin,Full Time,Entry Level,1.0,IT/Software Development,Information Technology (IT),1
BIM coordinator ( MEP ),Apply and More,Cairo,Full Time,Experienced,4.0,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,8
Application Support Engineer,Leader Group,Madina,Full Time,Experienced,3.0,IT/Software Development,Engineering - Telecom/Technology,5
Senior Talent Acquisition,El Delta Electronic Systems,Nasr City,Full Time,Experienced,5.0,Administration,Administration,8
Safety Specialist - El Sadat City,Fine seeds Int.,Alsadat City,Full Time,Experienced,2.0,Quality,Engineering - Mechanical/Electrical,8
Production Engineer Ice Cream,Mini Egypt - MiniMelts,Abu Rawash,Full Time,Experienced,5.0,Manufacturing/Production,Food Safety & Hygiene,8
Accountant / Senior Accountant - Manufacturing background,شركه طنطا موتورز,Tanta,Full Time,Experienced,3.0,Accounting/Finance,Accounting/Finance,9
Patient Care Coordinator,Axios International,Dokki,Full Time,Entry Level,0.0,Administration,Medical/Healthcare,3
Procurement and Purchasing Manager,Terra Egypt,Dokki,Full Time,Manager,10.0,Logistics/Supply Chain,Purchasing/Procurement,8
Brand Manager,Corona,6th of October,Full Time,Experienced,4.0,Marketing/PR/Advertising,Brand Strategy,2
Administrative Specialist,Arab Otsuka Nutraceuticals,10th of Ramadan City,Full Time,Entry Level,1.0,Administration,Manufacturing/Production,6
Mechanical Tendering Engineer,RAQMU for Building and Construction,Cairo,Full Time,Experienced,3.0,Engineering - Mechanical/Electrical,Tendering,5
Organizational Development Specialist,Premium Card,Dokki,Full Time,Experienced,Unknown,Human Resources,OD,2
Architectural Tender Engineer,RAQMU for Building and Construction,Cairo,Full Time,Experienced,3.0,Engineering - Construction/Civil/Architecture,Tender Preparation,7
Production Engineer - Ain Sokhna,Flex Asepto,Suez,Shift Based,Experienced,3.0,Engineering - Mechanical/Electrical,Engineering - Other,7
Process & Hydraulic Design Engineer – infrastructure,Confidential,Cairo,Full Time,Experienced,3.0,Engineering - Construction/Civil/Architecture,Process Design,2
Sr. Sales Operation Specialist,Nature's Rule Egypt LLC,New Cairo,Full Time,Experienced,2.0,Customer Service/Support,Sales/Retail,6
Export Sales Senior Specialist,PICO,Boulaq,Full Time,Experienced,3.0,Sales/Retail,Export Sales,1
Senior IT Specialist,Fixed Solutions,Sheraton,Full Time,Experienced,4.0,IT/Software Development,Information Security,5
Social Media Specialist,AlAhramat,New Cairo,Internship,Entry Level,Unknown,Marketing/PR/Advertising,Social Media Management,2
Chief Accountant,International Business Systems I.B.S.,Mokattam,Full Time,Manager,5.0,Accounting/Finance,Oracle,2
Media Buyer,obeid and its overall trading partners co llc,Dokki,Full Time,Experienced,2.0,Marketing/PR/Advertising,Media/Journalism/Publishing,6
Senior Unity Game Developer (Educational Games),Dar Al-Jeel Al-Jadeed Publishing and Distribution,Cairo,Full Time,Experienced,3.0,IT/Software Development,Project/Program Management,6
Sales Account Manager,Brand Connection,New Cairo,Full Time,Experienced,3.0,Business Development,Customer Service/Support,8
Personal Assistant,Primephysio Training UK,Giza,Full Time,Entry Level,1.0,Administration,Administration,5
Procurement Director,TBK Developments,New Cairo,Full Time,Senior Management,15.0,Engineering - Construction/Civil/Architecture,Contracting,4
Accounting Section Head,Nasr City For Trading and Contracting (NCTC),Nasr City,Full Time,Manager,5.0,Accounting/Finance,Financial Reporting,5
Sr.Team Lead - Legal Affairs,Almosafer,Mohandessin,Full Time,Experienced,2.0,Legal,Operations/Management,8
Financial Accountant,Screens Media Network,Maadi,Full Time,Experienced,3.0,Accounting/Finance,Financial Reporting,5
CIVAS Pharmacist - IV Mixing,Saudi German Hospital,Agami,Full Time,Experienced,Unknown,Medical/Healthcare,Pharmaceutical,8
