Title,company,location,job_type,work_mode,Experience_level,Experience_year,categories,department,skills
senior HR Payroll,Al Rabat,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Human Resources', 'HR Operations', 'Payroll Processing', 'Attention to Detail', 'Data Analysis']"
Supply Chain Analyst,RISEUP (Endemag for Administrative Skills Development),"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Logistics/Supply Chain,Operations/Management,"['Purchasing/Procurement', 'Supply Chain Analysis', 'Data Analytics', 'Inventory Management', 'Logistics Coordination', 'ERP Systems', 'Process Improvement', 'Forecasting']"
Junior Accountant,Orana,"Badr City, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Administration', 'Banking', 'Microsoft Excel', 'Attention to Detail', 'Financial Reporting', 'Account Reconciliation', 'Time Management', 'Data Entry']"
SRO Student Relations Coordinator,Universities of Canada in Egypt,"New Capital, Cairo, Egypt",Full Time,Hybrid,Entry Level,0 - 2 Yrs of Exp,Administration,Customer Service/Support,"['Education/Teaching', 'Communication', 'Sales Field', 'Indoor Sales', 'Outbound Calls', 'Student Recruitment', 'Marketing Communications', 'Customer Service']"
Media Buyer,Babebella Cosmetics,"Hadayek Alahram, Giza, Egypt",Full Time,On-site,Experienced,2+ Yrs of Exp,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Media Buying', 'Campaign Management', 'Budget Management', 'Market Research', 'Performance Reporting', 'Digital Advertising', 'Data Analysis', 'Strategic Planning']"
Senior Budget,Selah ElTelmeez For Publishing & printing,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced,5 - 6 Yrs of Exp,Accounting/Finance,Analyst/Research,"['Budget Management', 'Financial Analysis', 'Financial Reporting', 'Data Analysis', 'Forecasting', 'Strategic Planning', 'Excel', 'ERP Systems']"
NBL & Collection Specialist,"The Micro, Small & Medium Enterprise Development Agency","Dokki, Giza, Egypt",Full Time,On-site,Experienced,1 - 7 Yrs of Exp,Accounting/Finance,Collections Management,"['Credit Analysis', 'Loan Recovery', 'Financial Reporting', 'Negotiation', 'Risk Assessment', 'Data Analysis', 'Customer Relationship Management', 'Regulatory Compliance']"
Life Underwriting Support Officer,Africa Re,"Cairo, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Administration,Life Insurance Underwriting,"['Risk Assessment', 'Data Entry and Management', 'Communication', 'Attention to Detail', 'Problem Solving', 'Customer Service', 'Time Management', 'Regulatory Compliance']"
Workforce Senior Specialist,Etisalat Egypt,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Human Resources,Marketing/PR/Advertising,"['Media/Journalism/Publishing', 'Workforce Planning', 'Data Analysis', 'Resource Allocation', 'HR Reporting', 'Communication', 'Problem Solving', 'Time Management']"
Personnel Specialist,Cairo Three A  Poultry,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Human Resources,Personnel Administration,"['HR Documentation', 'Labor Law Compliance', 'Data Management', 'Microsoft Office Proficiency', 'Organizational Skills', 'Communication']"
Operations Billing Specialist,DSV Solutions S.A.E,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Accounting/Finance,Logistics/Supply Chain,"['Operations/Management', 'Billing and Invoicing', 'Attention to Detail', 'Microsoft Excel', 'Communication', 'Data Entry']"
Senior Retail Functional Consultant – D365 Commerce (Retail & POS),Circle K,"Sheraton, Cairo, Egypt",Full Time,On-site,Experienced,7 - 10 Yrs of Exp,IT/Software Development,Retail POS Systems,"['Microsoft Dynamics 365 Commerce', 'System Configuration & Customization', 'User Training & Documentation', 'Omnichannel Retail Strategies', 'Data Migration', 'Project Management', 'Stakeholder Management', 'Business Process Analysis']"
Payable Specialist,"The Micro, Small & Medium Enterprise Development Agency","Dokki, Giza, Egypt",Full Time,On-site,Experienced,2 - 7 Yrs of Exp,Accounting/Finance,Attention to Detail,"['ERP Systems', 'Financial Reporting', 'Invoice Processing', 'Accounts Payable', 'Vendor Management', 'Problem Solving', 'Time Management', 'Communication']"
Logistics Specialist,Sani Pure,"Cairo, Egypt",Full Time,On-site,Experienced,2+ Yrs of Exp,Logistics/Supply Chain,Logistics/Supply Chain,"['Purchasing/Procurement', 'Logistics Coordination', 'Inventory Management', 'Supply Chain Optimization', 'Data Analysis', 'Problem Solving', 'Communication', 'Organization', 'ERP Systems']"
Supply Chain Manager,Confidential,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Manager,5 - 20 Yrs of Exp,Logistics/Supply Chain,Operations/Management,"['Purchasing/Procurement', 'Supply Chain Management', 'Procurement', 'Inventory Management', 'Communication', 'Vendor Negotiation', 'Data Analysis']"
DTC Marketing Executive,Mini Egypt - MiniMelts,"Abu Rawash, Giza, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Business Development,Marketing/PR/Advertising,"['Media/Journalism/Publishing', 'Marketing', 'Social Media', 'Direct-to-Consumer Marketing', 'Content Creation', 'Campaign Management', 'Project Coordination', 'Brand Development']"
CRM Dynamics 365 Support Engineer,Endemand IT,"15th May City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 6 Yrs of Exp,IT/Software Development,Microsoft Dynamics 365 CRM,"['System Troubleshooting', 'Technical Support', 'Workflow Automation', 'CRM Configuration', 'Power Platform (Power Automate, Power Apps)', 'Data Migration']"
Planning Supervisor (Pharmaceutical),Confidential,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager,3 - 5 Yrs of Exp,Logistics/Supply Chain,Operations/Management,"['Pharmaceutical', 'Planning and Scheduling', 'Team Leadership', 'Data Analysis', 'Time Management', 'Problem Solving', 'Production Planning', 'Supply Chain Management']"
E Commerce Specialist,ariika,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Marketing/PR/Advertising,Sales/Retail,"['Media/Journalism/Publishing', 'E-Commerce Platform Management', 'Digital Marketing', 'Data Analysis', 'SEO/SEM', 'Project Coordination', 'Online Sales Strategy', 'Content Management']"
Assistant Brand Manager,Arma Non Food,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Administration,Operations/Management,"['Marketing/PR/Advertising', 'Marketing Strategy', 'Data Analysis', 'Communication', 'Problem Solving', 'Creative Thinking', 'Brand Management', 'Team Collaboration']"
Pricing Support & Contracting Senior Specialist,MEAHCO - Saudi German Health,"Katameya, Cairo, Egypt",Full Time,On-site,Experienced,2+ Yrs of Exp,Medical/Healthcare,Pricing,"['Market Research', 'RCM', 'Medical Insurance', 'Data Analysis', 'Market Profiling', 'Contracting']"
"Non Voice (Mail&chat) B2 English Speakers,e&UAE grads",Etisalat Egypt,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Administration,Customer Service/Support,"['Operations/Management', 'Customer', 'Customer Support', 'Customer Care', 'Customer Service', 'Customer Relations', 'Customer Satisfaction', 'Customer Retention']"
MAP Product Development & Application Engineer,Good Seal Packaging,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Business Development,Quality,"['Food Safety', 'Quality Assurance', 'Process Improvement', 'Problem Solving', 'Data Analysis']"
Geologist Section Head,Ascom,"Menia, Minya, Egypt",Full Time,On-site,Experienced,12 - 15 Yrs of Exp,Manufacturing/Production,Manufacturing/Production,"['Quality', 'Industrial Minerals Expertise', 'Geological Mapping', 'Problem-Solving', 'Report Writing', 'Data Analysis', 'Geological Surveying', 'Project Management', 'Communication']"
Senior Sales,NURLINE,"Madinaty, Cairo, Egypt",Full Time,On-site,Experienced,1 - 7 Yrs of Exp,Sales/Retail,Market Research,"['Communication', 'Data Analysis', 'Sales Negotiation', 'Client Relationship Management', 'Real Estate Market Analysis', 'Lead Generation', 'Time Management', 'CRM Software Proficiency']"
Account Manager,Mknoon Marketing Agency,"Cairo, Egypt",Full Time,On-site,Experienced,2+ Yrs of Exp,Customer Service/Support,Marketing/PR/Advertising,"['Sales/Retail', 'Account Management', 'Client Relationship Building', 'Project Coordination', 'Strategic Planning', 'Communication', 'Negotiation', 'Problem Solving']"
Financial Analyst,Saudi-firmness,"Katameya, Cairo, Egypt",Full Time,On-site,Experienced,5 - 8 Yrs of Exp,Accounting/Finance,Finance,"['Financial Analysis', 'Financial Data Analysis', 'Accounting']"
Process Improvement Analyst,System Technique,"Abu Rawash, Giza, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Administration,Workflow Optimization,"['Data Analysis', 'Project Management']"
"Mail and Chat (Backoffice B2 English Speakers)e&UAE,graduates",Etisalat Egypt,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Banking,Customer Service/Support,"['Operations/Management', 'Customer Service', 'Customer Support', 'Customer Care', 'Customer Relations', 'Customer Satisfaction', 'Customer Service Management', 'Customer Experience']"
Costing Section Head,BTC-Egypt Gold,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,7 - 10 Yrs of Exp,Accounting/Finance,Banking,"['Operations/Management', 'Cost Accounting', 'Financial Analysis', 'ERP Systems', 'Inventory Management', 'Process Improvement', 'Strategic Planning', 'Reporting']"
Site Engineer,Dtec,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,5+ Yrs of Exp,Engineering - Construction/Civil/Architecture,Problem Solving,"['Decision Making', 'Communication', 'interpersonal skills', 'Effective reporting and documentation skills.', 'Strong time-management and organizational skills', 'Ability to handle multiple tasks and meet deadlines', 'Leadership and teamwork abilities', 'Ability to work under pressure in a fast-paced environment']"
Account Officer,Print Hub,"Mohandessin, Giza, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Accounting,"['Financial Reporting', 'Accounts Receivable', 'Accounts Payable', 'Budgeting', 'Data Analysis', 'Attention to Detail', 'Time Management', 'Communication']"
Planning and cost control Engineer,Confidential,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Engineering - Construction/Civil/Architecture,Project/Program Management,"['Cost Control', 'Project Planning', 'Primavera P6', 'Risk Management', 'Budgeting', 'Data Analysis', 'Stakeholder Communication', 'Reporting']"
(Media Buyer - Performance Marketer),Confidential,"Nasr City, Cairo, Egypt",Full Time,On-site,Entry Level,2 - 3 Yrs of Exp,Creative/Design/Art,Marketing/PR/Advertising,"['Media/Journalism/Publishing', 'Media Buying', 'Performance Marketing', 'Digital Advertising', 'Campaign Optimization', 'Data Analysis', 'Budget Management', 'Marketing Analytics']"
Accounting Clerk,shab,"Cairo, Egypt",Full Time,Remote,Experienced,5+ Yrs of Exp,Accounting/Finance,Odoo ERP,"['Data Entry', 'Accounting', 'Financial Accounting', 'Accounts Payable', 'Communication', 'Negotiation']"
Senior Marketing Executive,Etqan Consultancy,"Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Content Creation', 'Strategic Marketing Planning', 'Communication', 'Team Collaboration', 'Digital Marketing', 'Market Research', 'Campaign Management', 'Data Analysis']"
Production Engineer,Giza Cable Industries,"6th of October, Giza, Egypt",Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Manufacturing/Production,Manufacturing/Production,"['Production Planning', 'Problem Solving', 'Lean Manufacturing', 'Process Optimization', 'Technical Reporting', 'Data Analysis']"
Field Quality Coach,Confidential,"Cairo, Egypt",Full Time,On-site,Manager,5 - 10 Yrs of Exp,Operations/Management,Quality,"['Engineering - Oil & Gas/Energy', 'Field Operations', 'Quality Assurance', 'Coaching and Training', 'Process Improvement', 'Audit and Inspection', 'Root Cause Analysis', 'Communication']"
Sales Administrator,Mknoon Marketing Agency,"Cairo, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Administration,Customer Service/Support,"['Sales/Retail', 'Sales Administration', 'Team Collaboration', 'Customer Service', 'Sales Field', 'Sales Target', 'Outdoor Sales', 'Indoor Sales']"
"Backoffice (Mail&Chat)B2 English Speakers,e&UAE ,Graduates",Etisalat Egypt,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Accounting/Finance,Administration,"['Customer Service/Support', 'Customer Service', 'Customer Support', 'Customer Care', 'Customer Relations', 'Customer Satisfaction', 'Customer Service Management', 'Customer Survey']"
Pricing Engineer,Sani Pure,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Engineering - Construction/Civil/Architecture,Analyst/Research,"['Pricing Analysis', 'Cost Estimation', 'Data Analysis', 'Financial Modeling', 'Market Research', 'ERP Systems', 'Microsoft Excel', 'Strategic Planning']"
SEO Marketing Specialist,7P,"Dokki, Giza, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Marketing/PR/Advertising,Media/Journalism/Publishing,"['SEO Strategy', 'Keyword Research', 'Google Analytics', 'Content Optimization', 'Technical SEO', 'Link Building', 'Data Analysis', 'Digital Marketing']"
Tourism Accountant,Travencia Holidays Egypt,"Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Accounting/Finance,Banking,"['Tourism/Travel', 'Accounts Payable & Receivable', 'Financial Reporting', 'Budgeting & Forecasting', 'Tax Compliance', 'Analytical Thinking', 'Excel & Data Analysis', 'Problem Solving']"
Financial Statements Specialist,"The Micro, Small & Medium Enterprise Development Agency","Dokki, Giza, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Accounting/Finance,Financial Statement Preparation,"['Accounting Principles', 'Financial Reporting', 'Communication Skills', 'Data Analysis', 'Analytical Thinking', 'Attention to Detail', 'ERP Systems', 'Problem Solving']"
"Director, Enterprise Systems & Digital Transformation",Confidential,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Senior Management,10 - 15 Yrs of Exp,IT/Software Development,ERP,"['Digital Transformation Leadership', 'Change Management', 'Strategic Planning', 'Data Security & Compliance', 'Business Process Analysis']"
Category Brand Manager,Quanta Import & Trade,"Cairo, Egypt",Full Time,On-site,Manager,3+ Yrs of Exp,Marketing/PR/Advertising,Cross-functional Collaboration,"['Digital Marketing', 'Communication', 'Negotiation', 'Data Analysis', 'Brand Management', 'Category Management', 'Market Analysis', 'Strategic Planning']"
Digital Marketing Executive,Confidential,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,4+ Yrs of Exp,Creative/Design/Art,Marketing/PR/Advertising,"['Media/Journalism/Publishing', 'Digital Marketing Strategy', 'Content Creation', 'SEO and SEM', 'Social Media Management', 'Data Analysis', 'Email Marketing', 'Google Analytics']"
Trade Marketing Executive,Mini Egypt - MiniMelts,"Abu Rawash, Giza, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Trade Marketing', 'Channel Marketing', 'Retail Marketing', 'Promotional Campaigns', 'Market Analysis', 'Stakeholder Management', 'Project Management', 'Communication']"
Organizational Development Specialist,Coveris Flexibles Egypt,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Human Resources,Organizational Development,"['Talent Management', 'Change Management', 'Data Analysis', 'Training Facilitation', 'Project Management', 'Stakeholder Engagement', 'Communication', 'Problem Solving']"
HR Manager,AlexEnergy Administrative Support Solutions,"Smouha, Alexandria, Egypt",Full Time,On-site,Manager,5+ Yrs of Exp,Administration,Human Resources,"['Human Resources Management', 'Recruitment & Talent Acquisition', 'Full-Cycle Recruitment', 'Workforce Planning', 'Interviewing & Screening', 'Onboarding & Orientation', 'Employee Relations', 'Performance Management']"
SQD Engineer,Pharco Corporation,"Ameria, Alexandria, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Quality,Pharmaceutical,"['Engineering - Mechanical/Electrical', 'Supplier Quality Management', 'Problem Solving', 'Regulatory Compliance', 'Communication', 'Documentation', 'Data Analysis', 'Auditing']"
PHP Web Developer (Laravel) & Website Support,Confidential,"Vancouver, Canada",Full Time,Remote,Entry Level,1 - 15 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Laravel', 'PHP', 'UI/UX', 'Web Development', 'Front-End Development', 'Data Entry', 'Graphic Design', 'Marketing']"
